Name,Brand,Price,Discounted Price,Category,Sub-Category,Quantity,Description,BreadCrumbs
Scotch Brite Double Side Toilet Brush,Scotch-Brite,250,232,Home & Kitchen,Cleaning Tools,1 U,"
- Material : Plastic
- Colour : Green
- Hang Hole : Yes
- Weight : 150 gms
- Length : 50 x 9 x 5 cm

Features :
- Curved long handle provides better reach.
- Bristles on both sides help cleaning the inner rim easier.
- Suitable for Indian toilets, thick and tough nylon bristles on both sides clean effectively.
- Long handle provides for better reach to clean toilets easily.

Pack Contents :
- Scotch Brite Double Side Toilet Brush : 1 Unit
",Home & Kitchen > Cleaning Tools
Gala Stylo Sink Brush,Gala,150,135,Home & Kitchen,Cleaning Tools,1 U,"Key Features- Designed to reach nook and corners of your kitchen sink and Wash basin- High Quality Nylon bristles easily scrub away stains and dirt- Built in scraper removes baked on spots- Ergonomic handle, with rubber grip- Made from High quality plastic for premium finish and looks. A quality product by GalaPurposeKitchen/Bathroom Sink Cleaning BrushPack Contents- Sink Brush : 1 Unit",Home & Kitchen > Cleaning Tools
Gala Toilean Toilet Brush,Gala,135,121,Home & Kitchen,Cleaning Tools,1 U,"
Gala, India's one of the largest manufacturer of home cleaning tools brings out Hockey Shape Toilet Brush with nylon bristles which are flexible and durable.

- Ergonomic handle
- Length:7 mm
- Width:5 mm
- Height:43 mm

Note:This product is available in assorted colours and which is in-stock will be sent out.
",Home & Kitchen > Cleaning Tools
Gala Toilet & Kitchen Plunger Medium,Gala,75,68,Home & Kitchen,Cleaning Tools,1 U,India,Home & Kitchen > Cleaning Tools
Gala Iron Bull Scrub Pad,Gala,150,135,Home & Kitchen,Cleaning Tools,1 U,"Key Features- Used for scrubbing the floor.- Has a special scrubbing pad of nylon fibres at the bottom which does super cleaning work.- It cleans the floor without any scratches on the floor.- Special handle for an easy and strong grip.- Includes: 1 Scrub Pad.- Colour: Multicolour, Colour of the product delivered is subjected to availability.",Home & Kitchen > Cleaning Tools
Force 10 Handle Scrubber,Force 10,109,89,Home & Kitchen,Cleaning Tools,1 U,"OverviewWith the goodness of Jasmine and Almond, Grace Beauty Soap gives you Satin Smooth skin. It gives you fair and glowing skin that everyone will adorn. It will also leave you with a charming long-lasting fragrance. The soap also nourishes and purifies your skin from all impurities.Key Features- Almond nourishes your skin- Jasmine gives you a charming fragrance- nourishes your skin and makes it glow.",Home & Kitchen > Cleaning Tools
Lock & Lock Water Bottle Cleaning Brush - ETM113 (Green),Lock & Lock,255,229,Home & Kitchen,Cleaning Tools,Orange,"
Washing and sanitizing your baby bottles is a daily chore that essential for safety and health. Sponge bottle brush makes bottle cleaning quicker and easier, so you can spend less time at the sink and more time with your precious little one. You can clean your bottles with just one handy tool. The sponge tip helps you reach all areas with a sudsy swipe, while the non-slip handle gives soapy hands the right grip while cleaning. The only thing dropping will be the amount of time you spend cleaning bottles. the brush base sits upright on your counter top when you are done, airing out quickly and keeping your brush off of counters.

- Type : Bottle Cleaning Brush
- Material : Plastic And Sponge
- Design : Plain
- Space Saving Design : Yes
- Shape : Oval
- Ideal For : Home, Kitchen and Office

Care instructions :       
- After wash, wipe with a clean and dry cloth.
- Keep out of direct sunlight. 
",Home & Kitchen > Cleaning Tools
Gala Chandra Gold Plastic Cloth Brush,Gala,55,49.5,Home & Kitchen,Cleaning Tools,1 U,OverviewGala Chandra Gold Cloth Brush is used to scrub clothes by eliminating spots and stains from them.Key Features- It is easy to hold and ergonomically designed for comfort- Made from Long-lasting and tear-resistant plastic- For use on clothes and blanketsSpecifications- Utility Type : Cloth Brush- Weight : 58 gmsDimensions- Length: 60 mm- Height : 40 mm- Width : 180 mmPack Contents - Gala Chandra Gold Plastic Cloth Brush : 1 Unit,Home & Kitchen > Cleaning Tools
Gala Scrub Sponge Utensil Cleaner,Gala,30,27,Home & Kitchen,Cleaning Tools,1 U,Key Features- Scratch-less cleaning- Comfortable to use- The sponge and unique shape provide a good grip- Ideal companion with dishwashing liquid- Highly-absorbent sponge backing creates a rich lather- A multipurpose tool that cleans utensils and glasswareDimensions- Length : 90 mm- Height : 30 mm- Width: 150 mm- Utility Type : Utensil CleanerPack Contents - Gala Scrub Sponge Utensil Cleaner : 1 Unit,Home & Kitchen > Cleaning Tools
Scotch Brite Premium Toilet Brush,Scotch-Brite,560,499,Home & Kitchen,Cleaning Tools,1 U,"OverviewThe ergonomically designed handle ensures a firm hold and stronger grip, and the Superior Nylon bristles stay strong and the sturdyIt has a rubber grip for a better and more comfortable hold.The brush comes with a curved handle makes cleaning under the rim easier and the bristles have anti-microbial protection. They contain an agent that protects the product from bacterial odours.Specifications- Product Material : Plastic- Product Utility : Toilet Cleaning BrushOther Must Know InformationThe product does not protect users or others from food-borne or disease-causing bacteria.Clean thoroughly after each use.Pack ContentsScotch Brite Premium Toilet Brush : 1 Unit",Home & Kitchen > Cleaning Tools
Scotch Brite Antibacterial Scrub Pad,Scotch-Brite,55,51,Home & Kitchen,Cleaning Tools,3 U,"OverviewWe take great care to ensure that our family stays healthy - we live in a clean and hygienic environment, and cook healthy and fresh food for them. Shouldn&rsquo;t we then make sure that the scrub pad we are using to wash our dishes is also clean and hygienic! Try the Scotch - Brite Antibacterial Scrub pad - This pad is powered with Neem and has antibacterial properties which prevents the growth of bacteria and disease-causing germs on the scrub pad.So shield your family from germs - use the Scotch-Brite Antibacterial Scrub pad!SpecificationsProduct Material : Nylon based Scrub padProduct Utility : Dishwashing toolPack Contents- Scotch Brite Antibacterial Scrub Pad : 3 Units",Home & Kitchen > Cleaning Tools
Scotch Brite Sponge Wipes - 17.5 cm x 15 cm,Scotch-Brite,240,165,Home & Kitchen,Cleaning Tools,Pack of 4,"
Note : *Actual packaging may vary from the Image

- Purpose : Kitchen Cleaning
- Material : Cellulose Fiber
- Dimensions : 15x17.5 cm

Features :
- The cellulose based sponge cleans any mess in a single swipe, does not leave behind any water marks
- Absorbs water 10 times its own weight, Lint free and scratch free cleaning,

Care Instructions :
- Product naturally becomes stiff when dry.
- For best results, moisten the wipe with water before each use. 
- After wiping, thoroughly wash the wipe under running water and hang it to dry.
- Avoid Cleaning over sharp edges and hot surfaces

Pack Contents :
- Scotch Brite Sponge Wipes : 4 Units

- Country of origin : Imported from Germany, Assembeled in India
",Home & Kitchen > Cleaning Tools
Gala Microfiber Cleaning Cloth,Gala,315,283,Home & Kitchen,Cleaning Tools,4 U,"Key Features Power Of Microfiber For Home And Floor Cleaning : Gala Microfiber advance cloth is made from high quality Microfiber which cleans the surface perfectly and removes hair and dirt particles easily. Microfiber technology that is used in spin mops now available in traditional pocha. Lint Free, Scratch Free Cleaning For Your Car : Microfiber cloth does not leave any fluff when used. The cloth is lint free and it also means the cloth is less likely to build up a charge, which can cause electronic discharge that can damage electronics of your car and bike.Multi-Purpose Cloth For Home Cleaning : Keeps your home sparkling clean. Home platforms, floors, bathroom, silverware, glassware, lens, crockery, cutlery, SS fittings, appliances, wood, LED, laptops, windows, cars etc.Compact Size Can Be Used For Both Wet And Dry Dusting : High absorbent Microfiber cloth provides better cleaning in wet and dry-cleaning applications compare to regular cotton cloths. Reusable & Long-Lasting : these Microfiber towels feature high quality stitching with reinforced edges that prevent unravelling, they are durable and made to last hundreds of washings. They are lightweight, super absorbent and dry quickly, use them every day to enjoy your cleaning.Light weight high absorbent Microfiber : It is light weight, but it still can absorb a far greater quantity of water compare to same size cotton fibers.Pack Contents Gala Microfiber Cleaning Cloth : 4 Units Use & Care  Comes with 4 colours to use it for different applications. Always keep dry after use. Hand or machine wash with water below 40? separately from other items. Do not use fabric softener and bleach. Do not iron. Tumble dry low. ",Home & Kitchen > Cleaning Tools
Kitchen Napkin Pink 240 GSM - 45x45 cm,Athom Trendz,200,129,Home & Kitchen,Cleaning Tools,Pink,"
- Type : Hand Towel
- Material : Cotton
- Colour : Pink
- GSM : 240
- Dimensions : 45x45 cm

Care Instructions :
- Wash before use
- Use Mild Detergents
- Do not Bleach
- Wash in cold water
- Machine Washable

Pack Contents  : 
- Kitchen Napkin : 6 Units
",Home & Kitchen > Cleaning Tools
Kitchen Napkin Pink 240 GSM - 45x45 cm,Athom Trendz,200,129,Home & Kitchen,Cleaning Tools,Blue,"
- Type : Hand Towel
- Material : Cotton
- Colour : Blue
- GSM : 240
- Dimensions : 45x45 cm

Care Instructions :
- Wash before use
- Use Mild Detergents
- Do not Bleach
- Wash in cold water
- Machine Washable

Pack Contents  : 
- Kitchen Napkin : 6 Units
",Home & Kitchen > Cleaning Tools
Scotch Brite Sponge Wipe,Scotch-Brite,200,186,Home & Kitchen,Cleaning Tools,Pack of 3,"
- Purpose : Kitchen Cleaning
- Material : Cellulose Fiber
- Dimensions : 20x17.5 cm

Features :
- The cellulose based sponge cleans any mess in a single swipe, does not leave behind any water marks,
- Absorbs water 10 times its own weight, Lint free and scratch free cleaning,

Care Instructions :
- Product naturally becomes stiff when dry.
- For best results, moisten the wipe with water before each use. 
- After wiping, thoroughly wash the wipe under running water and hang it to dry.
- Avoid Cleaning over sharp edges and hot surfaces.

Pack Contents :
- Scotch Brite Sponge Wipe : 3 Units

- Country of origin : Imported from Germany, Assembled in India

Note : *Actual packaging may vary from the Image
",Home & Kitchen > Cleaning Tools
MST Big Floor Duster,MST,179,125,Home & Kitchen,Cleaning Tools,Pack of 6,"
- Dry & wet floor cleaning duster
- Size: 21.5x21.5 inches
- Super dust absorbency
- Long lasting

Pack Contents:
- Floor Duster : 6 Units
",Home & Kitchen > Cleaning Tools
Gala Sponge Wipe Set,Gala,185,167,Home & Kitchen,Cleaning Tools,Pack of 3,"
- Purpose : Wiping
- Material : Cellulose Sponge with Cotton Mesh

Features :
- Higher durability than any other ordinary sponge cloth
- Lint Free and it can also be used on Glass, Mirror, Television etc.
- Wet wiping of Table, Kitchen Platform, Fridge etc.

Dimensions :
- Length : 160 mm
- Width : 190 mm
- Height : 35 mm

Pack Contents :
- Gala Sponge Wipe Set : 3 Units
",Home & Kitchen > Cleaning Tools
Scotch-Brite Sponge Wipe 20 cm X 17.5 cm,Scotch-Brite,330,306,Home & Kitchen,Cleaning Tools,Pack of 5,"
- Purpose : Kitchen Cleaning
- Material : Cellulose Fiber
- Dimensions : 20x17.5 cm

Features :
- The cellulose based sponge cleans any mess in a single swipe, does not leave behind any water marks.
- Absorbs water 10 times its own weight, lint free and scratch free cleaning.

Care Instructions :
- Product naturally becomes stiff when dry.
- For best results, moisten the wipe with water before each use. 
- After wiping, thoroughly wash the wipe under running water and hang it to dry.
- Avoid Cleaning over sharp edges and hot surfaces

Pack Contents :
- Scotch Brite Sponge Wipe : 5 Units

- Country of origin : Imported from Germany, Assembeled in India
",Home & Kitchen > Cleaning Tools
Reflect Sponge Wipe,Reflect,149,99,Home & Kitchen,Cleaning Tools,Pack of 3,"OverviewCellulose based wipes which are 100% biodegradable, soft, pliable & lint free & durable- Dimensions : 20 cms x17.5 cmsPack Contents- Reflect Sponge Wipe : 3 Units",Home & Kitchen > Cleaning Tools
MST Duster Monochex Set - Maroon,MST,129,89,Home & Kitchen,Cleaning Tools,Blue,India,Home & Kitchen > Cleaning Tools
MST Duster Monochex Set - Maroon,MST,129,89,Home & Kitchen,Cleaning Tools,Maroon,"
Product Details:
- Colour : Maroon
- Pattern : Checks
- Material : 80% Cotton 20% Polyester 

Dimensions:
- Length : 43 cm
- Breadth : 43 cm

Pack Contents : 
- Duster : 6 Units
",Home & Kitchen > Cleaning Tools
MST Duster Monochex Set - Maroon,MST,129,89,Home & Kitchen,Cleaning Tools,Red,India,Home & Kitchen > Cleaning Tools
Glass Cloth Towel White 220 GSM - 58x58 cm,Athom Trendz,150,85,Home & Kitchen,Cleaning Tools,Pack of 3,&nbsp;- Type : Hand Towel.&nbsp;- Material : Cotton.&nbsp;- Colour : White.&nbsp;- GSM : 220.&nbsp;- Dimensions&nbsp; : 58x58 cmCare Instructions&nbsp;- Wash before use.&nbsp;- Use Mild Detergents.&nbsp;- Do not bleach.&nbsp;- Wash in cold water.&nbsp;- Machine Washable.,Home & Kitchen > Cleaning Tools
Gala Advanced Floor Cloth,Gala,250,225,Home & Kitchen,Cleaning Tools,2 Units,"Key Features- Gala Microfiber cloth can be used for Floor Cleaning &amp; Mopping (Pocha)- Gala Microfiber Floor Mops cleans much better than cotton mops without leaving lint, hair and dirt behind- Microfiber cloth provides better cleaning in wet and dry cleaning application compare to cotton mops- High Quality Microfiber cloth is easy to wash and quick to dry. Item Dimension: - High Absorbent with super soft texture for rich feel. A quality product from GalaPurposeFloor Cleaning Paucha/MopMaterialMicrofiberSize (Dimensions)34 cm x 23 cm x 20 cmCare InstructionSoak it dry after use",Home & Kitchen > Cleaning Tools
Scotch Brite Floor Cleaning Cloth Pocha - 48x53 cm,Scotch-Brite,135,115,Home & Kitchen,Cleaning Tools,Pack of 2,"
- Purpose : Floor Cleaning
- Material : Cotton

Features :
- Lasts longer compared to ordinary pocha
- Unique scrubby strip for cleaning tough stains and corners
- Suitable for all types of floors

Care Instructions :
- After using the product, wash the cloth under running water and let it dry completely

Pack Contents :
- Scotch Brite Floor Cleaning Cloth Pocha : 1 Unit
",Home & Kitchen > Cleaning Tools
Gala Actifiber Sponge Cloth,Gala,200,180,Home & Kitchen,Cleaning Tools,3 Pcs,"Product Details- Material : Microfiber- Item Dimension : 300mm x 290mm x 5mm- Combines the super absorbency of a PVA cloth & cleaning Performance of a microfiber cloth- Absorbs and retains liquids like no other cloth, to leave your surfaces streak free clean- Soft to Touch, Easy to rinse- Long-lasting cloth that lasts longer than most microfiber clothsPack Contents- Gala Actifiber Sponge Cloth : 3 Units",Home & Kitchen > Cleaning Tools
Gala Microfiber Multipurpose Cloth,Gala,140,126,Home & Kitchen,Cleaning Tools,1 U,- Type : Microfiber Multipurpose Cloth- Product Weight : 0.025 kgProduct Dimension- Length : 320 mm- Width : 320 mmUtility Type : Cleaning ClothPack ContentsGala Microfiber Multipurpose Cloth : 1 Unit,Home & Kitchen > Cleaning Tools
Scotch Brite Microfiber Kitchen Wipe,Scotch-Brite,199,175,Home & Kitchen,Cleaning Tools,1 Wipe,"
- Purpose : Kitchen Cleaning
- Material : Microfiber Clot
- Dimensions : 29x31 cm

Features :
- Optimum mix of Polyester & Nylon for superior performance, traps dirt through Microfiber construction.
- Unique waffle design to trap and lift dirt particles.
- Machine washable - lasts more than 100 washes, Machine washable - lasts more than 100 washes.

Care Instructions :
- After using the kitchen wipe, wash it thoroughly under running water and let it air dry completely.

Pack Contents :
- Scotch Brite Microfiber Kitchen Wipe : 1 Unit

- Country of origin : Imported from Germany, Assembeled in India
",Home & Kitchen > Cleaning Tools
Handy Plus Household Gloves,,75,49,Home & Kitchen,Cleaning Tools,1 U,"
- Multi Purpose
- Gripper for firm grip
- Flexible and high quality rubber
- Keep hands dry & clean
- Protect your hands from contact with water, disinfectants, detergents

Note : Product in stock will be delivered basis availability
",Home & Kitchen > Cleaning Tools
Flocklined Household Gloves,,75,59,Home & Kitchen,Cleaning Tools,1 U,"
Note : Available colour will be dispatched basis stock availability.
",Home & Kitchen > Cleaning Tools
Gala Quick Spin Mop,Gala,1799,999,Home & Kitchen,Cleaning Tools,1 U,"
Specification :
- Type : Quick Spin Mop
- Purpose : Cleaning all types of floors
- Bucket Material : Virgin Plastic
- Handle Material : Steel with easy lock
- Mop Head Material : Micro Fibre
- Handle Length : 94 cms before extension, 117 cms after extension
- Product Dimensions : 51.2 x 28.5 x 27 cms
- Weight : 2.5 kgs
- Colour : Sky Blue & White

 Pack Contents :
 - Spin Bucket : 1 Unit
 - Extendable Mop Handle : 1 Unit
 - Mop Refill : 2 Units

Warranty : 1 Year
",Home & Kitchen > Cleaning Tools
Gala Double Lip Bathroom Wiper,Gala,240,216,Home & Kitchen,Cleaning Tools,1 U,"Overview:It is made of sturdy Italy pipe. Strong and durable plastic header, high quality Double Lip Rubber that dries the floor in one swipe, and Italy pipe. High quality double-lip rubber dries the floor in one swipeAbout the BrandGala Brush is one of the leading manufacturers and distributors of cleaning tools in India since 1986. Along the way, Gala has received many awards and recognition for its successful export business and has been a pioneer in the cleaning tools industry in India.",Home & Kitchen > Cleaning Tools
Gala Deck Mop With Handle,Gala,195,176,Home & Kitchen,Cleaning Tools,1 U,"Key Features- High quality Cotton Mop- Helps in easy cleaning- Removes tough stains without scratchesPurposeUsed for wet floor cleaning/mopping Removes tough stains without scratchesMaterialPlastic Handle, Cotton RefillLength107 cmWeight361 gmsPack Contents- Deck Mop : 1 Unit",Home & Kitchen > Cleaning Tools
Gala Turbo Spin Mop Set,Gala,2500,1599,Home & Kitchen,Cleaning Tools,1 U,India,Home & Kitchen > Cleaning Tools
Gala Microfiber Twist Mop,Gala,700,599,Home & Kitchen,Cleaning Tools,1 U,"Key Features- Gala Microfiber Twist mop has unique twist mechanism for hands free cleaning without bending. It ensures that you are not directly in contact with germs and viruses on the floor- Microfiber head ensure deeper cleaning and absorbs all germs and viruses from the floor- It is an advance Floor cleaning mop, which ensures faster and better cleaning than traditional ponchaa- Material: Colour: Blue and GreyPurposeHands Free Wet Floor CleaningHandle MaterialPlasticMop Head MaterialMicrofiberHandle Length130 cmWeight655 gmsPack Contents- Microfiber Mop : 1 UnitWarranty : 6 Months",Home & Kitchen > Cleaning Tools
Gala Ezee Squeezee,Gala,165,149,Home & Kitchen,Cleaning Tools,1 U,"Key Features- Gala squeegee wiper has ergonomic handle for holding the wiper easily even when the wiper is wet- Suitable for kitchen table tops, shower doors and walls, mirrors and windows- Light weight and finish to go with your kitchen. A quality product from GalaPurposeGala Ezee Squeezee Wiper helps to drain water from kitchen top and also clean glass windowsMaterialPlastic and RubberSize (Dimensions)28 mm x 20 mm x 2 mm",Home & Kitchen > Cleaning Tools
Gala Clip N Fit Cotton Mop,Gala,450,329,Home & Kitchen,Cleaning Tools,1 Unit,"
Gala, India's one of largest manufacturers of home cleaning tools brings out Clip n Fit mop used for Wet floor cleaning/moping.

- Refill Made with special bleached cotton which has super water absorbency & long life
- Special Clip Mechanism which makes refill changing very easy
- This product comes with 5ft long Powder Coated Metal Pipe
- Refills are available
- This product is patented by Gala for its unique refill changing mechanism

- Length:1550 mm
- Width:170 mm
- Height:70 mm
",Home & Kitchen > Cleaning Tools
Scotch Brite Floor Squeegee,Scotch-Brite,475,399,Home & Kitchen,Cleaning Tools,1 U,India,Home & Kitchen > Cleaning Tools
Gala Spin Mop Rod Spare Rod,Gala,375,338,Home & Kitchen,Cleaning Tools,1 U,"
- Type : Spare Rod for Mop
- Material : Steel
- Colour : Silver
- Size : 117 cm

Features :
- Built-in quick lock
- Expandable and collapsible
- Easy height adjustment
- Compatible with Aqua Spin Mop, Rhino Mop, e-Quick Mop, Quick Spin Mop, Twin Bucket Mop and Jet Spin
- 360 degree mobility when used with Gala Spinning Mop

Pack Contents :
- Gala Spin Mop Rod Spare Rod : 1 Unit
",Home & Kitchen > Cleaning Tools
D Homes Mop Pad Refill,DHomes,100,89,Home & Kitchen,Cleaning Tools,1 Unit,Overview- Purpose : Floor cleaning- Material : Cotton- Colour : WhitePack Contents- DHomes Mop Refill Pad : 1 Unit,Home & Kitchen > Cleaning Tools
Scotch Brite Cotton Handle Mop,Scotch-Brite,399,299,Home & Kitchen,Cleaning Tools,1 U,"
- Purpose : Floor cleaning
- Material : Plastic
- Colour : White
- Handle Length: 71 cm

Features :
- Superior looped cotton threads for effective clean.
- Scrubby Strips for hard stains. Durable and rust free handle, 100 percent bleached cotton with superior water absorption.
- Unique scrubby strips help you clean tough stains, Triangular head helps clean tough corners with ease
- Sturdy handle helps you put necessary pressure while cleaning

Care Instructions: 
- Clean mop head thoroughly after use and dry in sunlight for best results.
- Store in a dry place.

Pack Contents :
- Scotch Brite Cotton Handle Mop : 1 Unit
",Home & Kitchen > Cleaning Tools
Gala High Quality Quick-Spin Mop Refill,Gala,240,216,Home & Kitchen,Cleaning Tools,1 U,Key Features- Superior Cleaning- Microfibre refill,Home & Kitchen > Cleaning Tools
Scotch-Brite Bathroom Squeegee - 99 cm X 30 cm,Scotch-Brite,425,299,Home & Kitchen,Cleaning Tools,1 U,India,Home & Kitchen > Cleaning Tools
Gala Clip N Fit Mop Refill,Gala,210,189,Home & Kitchen,Cleaning Tools,1 U,Key Features- Type : Mop Refill- Weight : 316 gmsDimensions- Length : 200 mm- Height : 70 mm- Width : 430 mmPack Contents - Clip & Fit Mop Refill : 1 Unit,Home & Kitchen > Cleaning Tools
Gala Power Mop Refill,Gala,449,404,Home & Kitchen,Cleaning Tools,1 U,- Utility Type : Mop Refill- Weight : 89 gmsProduct Dimensions- Length : 270 mm- Height : 35 mm- Width : 355 mmPack ContentGala Power Mop Refill : 1 Unit,Home & Kitchen > Cleaning Tools
Scotch Brite Butterfly Mop,Scotch-Brite,1400,1200,Home & Kitchen,Cleaning Tools,1 U,Key Features- Unique butterfly squeezing mechanism- PVA sponge for better absorption- Hands-free wringing- Height adjustable handle- Product Material : Plastic and PVA foam- Product Utility : Handled mop for floorPackage Content- Scotch Brite Butterfly Mop : 1 Unit- Refill : 1 Unit,Home & Kitchen > Cleaning Tools
DHomes Aqua Easy Clean Mop & Bucket Set - Assorted,DHomes,1550,1395,Home & Kitchen,Cleaning Tools,1 U,"- Material : PPCP, POM & Steel- Dimension : 49 cms x 26.5 cms x 29 cmsKey Features- Save time with spin mop, breakthrough innovation in cleaning. The new mop plate design is engineered to be 360 degree rotatable to reach any corner. - The most convenient way of washing dirt & odour.- The water board will prevent used water from spilling out when spinning.- A maximum water level is indicated in the pail body to avoid spillageHow to Use- Put the mop directly into the spin dry device when the mop needs to be dried.- Make sure all the microfiber mop head is in the basket. - Switch ""on"" the lock to spin the mop head. - Hold the coloured plastic portion as the centre of the mop stick. Push downwards to spin dry the mop head.- Switch ""off"" to clean the floor.- To wash the mop head, put the mop stick on the washing mechanism found at the bottom of the pail. Push the stick downwards to begin washing.Any Other Must-Know InformationChanging the mop head :- Step on the microfiber and push the stick outward to release the old microfiber head.- Put the new microfiber head on the floor and the mop stick on top of it.- When the mop stick is aligned with the round disc of the microfiber, step on the plate. When you hear a sound, then the microfiber is in place.Note : Available Colour will be dispatched basis on stock availability",Home & Kitchen > Cleaning Tools
Eureka Super Clean Vacuum Cleaner,,3599,2999,Appliances,Home Appliances,800 W,"OverviewDid you know that your home is filled with millions of invisible dust mites that are tiny, where 1 gram of dust contains 19000 of these bugs which release a potent 'allergen' that can trigger asthma, eczema and rhinitis! Dusting and sweeping only displaces the dust and will not help you get rid of smaller particles. Further, a wet swabbed floor attracts particles which helps bacteria breed. What you need is a robust cleaning technology that tackles both the visible and invisible dirt and dust. And leaves your home truly clean. Giving you the dual benefits of high power suction and blower in one package, the Forbes Super Clean is ideal for daily cleaning needs. Thanks to the portable feature, the vacuum cleaner can be carried from one place to another conveniently for cleaning.Key Features- Powerful suction and blower function with 800 watt motor.- For daily, deep cleaning- Wide range of 7 accessories to suit varied cleaning needs.- Lightweight- Handy and portable- Shoulder strap for easy usage- Dust cup for easy dust disposal- 5 meter long power cord for feasible round and home cleaning- It can also clean your car- Dust-bag capacity: 0.5 litreBenefits- Complete cleaning : Deep cleaning of visible and invisible dirt and dust. Removes micro-organisms invisible to naked eye.- Powerful Performance : A 800 W motor which has powerful suction to remove dirt and dust that is deep inside.- Safety First : Double insulation with a PVC jacket for complete safety and no risk of electrocution.- Easy to Use : It has a hands-free dust disposal and requires less effort for better cleaning.- Versatile : Can be used for home as well as car cleaning- Take it Anywhere : Compact and lightweight, this vacuum cleaner can go places with you. It weighs only 2.5 kg.Specifications- Body Type : Simple- Dust Capacity : 0.5 Litres- Dimensions (WxDxH) : 320 x 125 x 170 mm- Power cord length : 5 Metres- Input Power (IEC) : 800 Watts- Suction Power : 1600 mm of WCFrequently Asked QuestionsCan I use it to remove dog fur from the mat ?Yes, it can effectively remove dog fur from the mat.Do higher amps result in better cleaning ?Consumers are often tempted to choose a vacuum cleaner based on the highest amperage, watts or horsepower, but these measurements are not accurate indicators of efficiency. They are simply numbers that measure the electrical current used by the vacuums' motor. What you should be looking for instead is the vacuum cleaners' airflow, suction and water lift. They are better indicators of performance.Pack ContentsEureka Super Clean Vacuum Cleaner (800 W) : 1 UnitSpecial Note : Do not use it continuously for more than 10-15 minutes.",Appliances > Home Appliances
Pigeon Handy Chopper Pro Mini - 400 ml,Pigeon,695,299,Specials,Specials,1 Unit,"
- Type : Handy Chopper
- Purpose : Cutting Fruits, Vegetables & Nuts
- Material : Plastic
- Colour : Multicolour
- Blade Material : Stainless Steel
- Brand : Pigeon
- Capacity : 400 ml
- Item Weight : 310 gms
- Operation Mode : Manual
- Saves 50% of your time
- Non-Toxic Plastic Material
- BPA Free
- Dishwasher Safe
- Easy to Dismantle and Clean
- Portable

Instructions :
- Carefully place the blade over the center of the bowl
- Cut the ingredients in crude pieces and place them
- Place the cover on the bowl
- Hold the body with one hand and pull the handle with the other hand, until desired results are achieved
- Take out the blades carefully before removing vegetable from the bowl

Pack Contents :
- Pigeon Pro Mini Chopper : 1 Unit

Warranty:
- 6 Months Against Manufacturing Defects

Warranty Note :
- Any defects, as well as after-sales service and repairs, will be handled exclusively by the authorised company service center only.
WhatsApp Customer Care No. : +916364914202",Specials
Sealing Clip Bag,,66,59,Home & Kitchen,Home & Kitchen,12 U,"OverviewMany a times, we open a packet of cashews, mustard seeds or seviyan and in a hurry, forget to close it. This ends up spilling or spoiling of the contents. With these handy sealing clips, you can close the packet in seconds, ensuring that there is no spill and your food remains fresher for longer.Want to travel with a half-eaten snack bag? Just opened a coffee sachet and worried about the powder spilling out? Use these multipurpose sealing clips to simplify and organize your food storage! It locks any storage and food bag in a single click and keeps the contents fresh for long.Key Features- Set of 12 clips- Sturdy and good quality- Assorted colors- Easy to lock and unlock- For clipping packaged foods and storage bagsFrequently Asked Questions1. Which color will I get?These come in a pack of assorted colors, so you will get a mix of colors.2. How to use these?Just open the clip, put the opened packet in between the clip and close the clip in a single click.",Home & Kitchen
Dr.WaterR Stainless Steel Milk Frother,Dr.WaterR,1499,349,Home & Kitchen,Home & Kitchen,400 ml,Overview- Type : Manual Milk Frother- Capacity: 400 ml- Material: Stainless Steel with Mesh- Easy to use and cleanHow to Use- Fill the Frother Mug halfway with hot milk- Close the lid and use the plunger to plunge the milk rapidly for 10-30 seconds- Remove the lid and plunger.- Pour hot/cold foamy milk into your coffee cup and enjoy!,Home & Kitchen
Pigeon Stainless Steel Knife Set,Pigeon,545,199,Specials,Specials,3 Pcs,"
- Type : Knife Set
- Suitable For : Cutting Vegetable
- Material: Stainless Steel
- Dishwasher Safe : Yes

Dimensions :
- Chef's Knife : 33 cms
- Utility Knife : 22 cms
- Paring Knife : 18 cms

Pack Contents :
- Knife Set : 3 Pieces

Warranty : 1 Year Against Manufacturing Defects

Warranty Note :
- Any defects, as well as after-sales service and repairs, will be handled exclusively by the authorised company service center only.
WhatsApp Customer Care No. : +916364914202",Specials
Paras Stainless Steel Flexi 2 Layer Lunch Box - Assorted,,399,199,Home & Kitchen,Home & Kitchen,1 U,"Non-Cracking, superior quality stainless-steel leak-proof containers and compact size fits easily in briefcase schoolbag and handbag- Material : Stainless Steel- Colour : Assorted- Shape : Round- Ideal for office executives and school going kidsPack Contents- Stainless Steel Flexi 2 Layer Lunch Box - Assorted : 1 unit",Home & Kitchen
Stainless Steel Champ Fridge Bottle - 1000 ml,,300,199,Home & Kitchen,Home & Kitchen,1 U,- Material : Stainless Steel- Type : Bottle- Capacity : 1000 ML- Leak Resistant : 100% Leak Proof- Rust Resistant : 100% RustResistantPack Contents- Stainless Steel Champ Fridge Bottle &ndash; 1000 ml : 1 Unit,Home & Kitchen
